Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2020-01-02,47372.8515625,48059.414628623184,47201.2107959692,47630.312712296196,12993228
2020-01-03,47630.31640625,48574.34069538288,47115.39406672297,48059.41835585586,15422255
2020-01-06,47630.31640625,47716.13679617117,46857.93289695946,47115.39406672297,10278951
2020-01-07,47887.76953125,48402.69178427419,47716.12878024193,47801.94915574596,10009778
2020-01-08,48745.98046875,49260.90279764525,47973.596975407134,48231.05813985476,23501171
2020-01-09,50290.74609375,50290.74609375,49260.90146384386,50119.10532209898,24102579
2020-01-10,51063.12109375,51234.76183692227,50033.27663471639,50462.37849264706,16000170
2020-01-13,51492.23046875,51492.23046875,50719.84701171875,51148.94893229167,11359139
2020-01-14,51492.23046875,52350.434309895834,51406.41008463542,51835.51200520834,16906295
2020-01-15,50634.0234375,51148.94570974576,50548.20305879237,51063.125331038136,14300928
2020-01-16,52092.96875,52092.96875,50634.02234349259,50719.842720345965,14381774
2020-01-17,52607.90234375,53208.64511113377,52350.44115772838,53122.82471579323,16025661
2020-01-20,53551.90234375,53895.183769030446,52951.15984950921,53208.620918469554,12528855
2020-01-21,52693.71484375,53551.918668566774,52522.074078786645,53208.637138640064,11142693
2020-01-22,53466.09375,53723.55487560193,51835.5066211878,51921.32699638844,15339565
2020-01-23,52178.7890625,53036.99282997532,52092.968685752465,53036.99282997532,14916555
2020-01-28,50462.37890625,50977.30113998724,50033.27704480229,50977.30113998724,23664541
2020-01-29,50719.8359375,51234.758129758884,50462.37484137056,50719.8359375,16446102
2020-01-30,49089.2578125,50462.383905157345,48745.97628933567,50462.383905157345,20821939
2020-01-31,48402.68359375,50119.09081338652,48402.68359375,49604.168647495564,19749457
2020-02-03,49089.2578125,49260.898574082166,47372.85019667832,47630.31133905157,23995260
2020-02-04,50548.19921875,50634.01959093803,48745.971402801355,49003.43251936545,21800192
2020-02-05,51063.12109375,51663.863694852946,50548.19886423319,51492.22295168068,19278165
2020-02-06,52436.25390625,52436.25390625,51234.76854669599,51578.05007799713,14727159
2020-02-07,51835.49609375,52522.058955918874,51234.753589352236,52436.238598147764,16402493
2020-02-10,51234.765625,51320.586002931326,50719.843357412065,50805.66373534338,13107121
2020-02-11,51406.40234375,52092.965313282555,51234.76160136686,51320.58197255843,11071231
2020-02-12,51921.3359375,52092.976717458674,51234.77281766529,51749.69515754132,12904207
2020-02-13,52092.96875,52865.3521416804,51921.32799629325,52522.070634266885,18449775
2020-02-14,53036.9921875,53122.812563207925,51663.866176173135,52264.608806128635,13276067
2020-02-17,52779.53515625,53208.63706808943,52522.074009146345,52865.35553861789,8740596
2020-02-18,51320.578125,52264.602137332775,51234.75776024247,52178.78177257525,16674266
2020-02-19,51663.87109375,51835.51186150332,50977.30802273671,51320.58955824336,12951496
2020-02-20,51492.23046875,52607.89546223958,51148.94893229167,52092.973157552085,14591924
2020-02-21,50805.6640625,51320.58633340371,50204.92141311233,50462.38254856419,13777393
2020-02-24,48745.98046875,49861.6455146897,48745.98046875,49260.90279764525,25627537
2020-02-25,49689.99609375,49775.816466968914,48231.0497490285,48231.0497490285,23885408
2020-02-26,48488.51953125,48917.62147400442,48059.41758849557,48059.41758849557,25483102
2020-02-27,47973.58203125,48831.785645404736,47630.3005855881,48316.863476911894,23209541
2020-02-28,46514.64453125,47630.309436981086,46514.64453125,47201.20755016144,30054227
2020-03-02,47201.2109375,47630.31285511364,45999.72556818182,46600.46825284091,30403412
2020-03-03,47544.4921875,48831.79793264892,47287.03103847022,48660.15716662906,30330295
2020-03-04,49260.890625,49432.53135888502,46857.920350609755,47029.56108449477,24765728
2020-03-05,49604.171875,49775.812608131484,48660.147842776816,49432.53114186851,21698990
2020-03-06,48488.51953125,49089.26225110619,48231.058365597346,48488.51953125,18716656
2020-03-09,48488.51953125,48488.51953125,48488.51953125,48488.51953125,0
2020-03-10,46857.92578125,47115.386911916205,46085.54238925137,46171.36276614011,32106554
2020-03-11,44712.4140625,46686.28262955854,44626.593690019195,46600.462257077736,45707281
2020-03-12,44712.4140625,44712.4140625,44712.4140625,44712.4140625,0
2020-03-13,42867.2734375,44283.309496997,40206.84205299049,40721.764256443945,59462933
2020-03-16,41966.17578125,43682.58378866308,41880.355380879344,42996.02058569785,33339821
2020-03-17,40593.03515625,42609.81385851612,40078.11293439482,40249.75367501321,51218151
2020-03-18,39134.078125,41494.13766104715,39134.078125,40979.21558045504,40152623
2020-03-19,36859.83984375,40035.19275229191,36302.007576033175,39820.64188009313,56925513
2020-03-20,38962.45703125,39048.27742118668,37374.779817421535,37889.702157041575,49730008
2020-03-23,36473.6640625,37374.778115808826,36387.84367647059,36559.48444852941,41701626
2020-03-24,40292.671875,40292.671875,36945.676767172525,37632.23986621406,49801908
2020-03-25,41751.609375,42566.902877697845,40464.30384442446,42009.07048111511,52735922
2020-03-26,41022.13671875,42309.44226431747,40936.316349045504,42051.981155203976,42185129
2020-03-27,41451.2421875,42652.727468297104,40206.84671810301,42566.90709109731,39896178
2020-03-30,41368.24609375,41800.51616787487,40244.34390102534,40676.61397515021,26797395
2020-03-31,41281.78515625,41930.19015870419,40763.06115428665,41497.92015706807,30654261
2020-04-01,39595.9375,41411.47175218341,39595.9375,41022.428698144104,27259532
2020-04-02,40460.48046875,40503.70747779781,39206.897206363516,39941.75636017628,21621076
2020-04-03,40633.390625,41152.114760638295,40244.34752327127,40979.20671542553,22784682
2020-04-06,42103.10546875,42189.55948408624,40849.52224637449,41065.65728471509,23395726
2020-04-07,42881.1953125,43399.91944934476,42362.47117565524,42924.42232390373,31524034
2020-04-08,42016.65234375,43010.87354118441,42016.65234375,42881.1925154321,25010314
2020-04-09,42448.91796875,43054.09602533096,42103.101936418025,43010.869021289465,22628058
2020-04-10,42578.6015625,42578.6015625,42059.87748255076,42319.23952252538,17839111
2020-04-13,41757.2890625,42276.01315023292,41757.2890625,42059.878113677536,14431800
2020-04-14,42362.46875,42535.37678571429,41757.290625,42189.56071428572,14206216
2020-04-16,42362.46875,42665.0578125,41973.42566964286,42665.0578125,23349760
2020-04-17,44437.35546875,44956.07946254864,43486.361480119165,43918.63147495136,32041675
2020-04-20,43313.4609375,44437.36311751497,43227.0069236527,44437.36311751497,21866354
2020-04-21,42578.6015625,42967.64462246193,42103.1044892132,42708.28258248731,27407543
2020-04-22,43097.3203125,43227.00131644935,41800.51027300652,42103.099282221665,18613864
2020-04-23,43097.3203125,43486.36332434804,42794.731303284854,43399.909321715146,18754442
2020-04-24,42665.0546875,43010.87073359929,42362.46564716312,42924.416722074464,15618347
2020-04-27,43097.3203125,43227.00131644935,42448.91529275326,42665.050299335504,14049471
2020-04-28,43313.4609375,43313.4609375,42621.828826721554,43097.325902881734,16095399
2020-04-29,43227.0078125,43659.277890625,42881.19175,43140.553796875,15604533
2020-05-04,41930.203125,42448.92728737113,41930.203125,42276.01923324742,26083749
2020-05-06,42535.390625,42535.390625,41930.21230309959,42362.48253302845,18070225
2020-05-07,42189.546875,42621.81682248975,42103.092885502054,42535.36283299181,13884411
2020-05-08,42189.546875,42665.04381723873,42189.546875,42448.90884349385,15319700
2020-05-11,41843.7421875,42578.60129616477,41757.288174715904,42276.012251420456,16357743
2020-05-12,41411.46875,41930.192784446765,41108.87972990605,41843.738778705636,23433590
2020-05-13,41973.41796875,41973.41796875,40806.28894181256,40849.51594281025,20223277
2020-05-14,41497.92578125,41584.37979329427,41195.33673909505,41281.79075113932,19305974
2020-05-15,41368.24609375,41886.97018269984,41238.56507151254,41843.74317528736,18463118
2020-05-18,42189.546875,42448.90884349385,41152.099001024595,41454.68796426742,20481981
2020-05-19,43486.36328125,43659.27128634443,42967.6392659667,43313.45527615557,25168295
2020-05-20,43227.0078125,43399.91584375,43054.09978125,43227.0078125,14896899
2020-05-21,43183.77734375,43572.820382882885,43097.3233350538,43486.366374186684,14949266
2020-05-22,42146.31640625,43054.08322115384,42016.6354326923,42881.17525641026,19706284
2020-05-25,42232.7890625,42276.016072799386,41886.97298010491,42146.33504190123,14337913
2020-05-26,42578.6015625,42751.50958914974,42016.650475888324,42103.1044892132,15127490
2020-05-27,43140.546875,43227.00087675351,42189.55285571142,42319.233858341686,19548479
2020-05-28,43572.8203125,44264.45238095238,43140.55026971726,44177.998372395836,31309318
2020-05-29,43832.18359375,43832.18359375,42967.643483419626,43227.00551651874,27596961
2020-06-01,44264.44921875,44264.44921875,43745.72520446777,43918.633209228516,16949183
2020-06-02,44437.35546875,44523.80946771644,43918.63147495136,44091.539472884244,14247933
2020-06-03,47117.44140625,47549.71151089449,44696.72882024082,44783.18284116972,49257814
2020-06-04,47203.890625,49278.78691620879,47203.890625,48241.338770604394,40220334
2020-06-05,47981.98046875,48327.79654420045,46685.17018581081,47030.98626126126,22743629
2020-06-08,47463.24609375,48846.510096482234,47290.33809340846,48760.05609631147,25634965
2020-06-09,47981.98046875,48846.520657376124,47030.98626126126,48241.34252533784,23998831
2020-06-10,47895.52734375,48327.79744613042,47463.25724136959,47636.16528232175,16742493
2020-06-11,46944.53125,47636.16338627993,45993.537062615105,47117.43928406998,33815123
2020-06-12,45215.4453125,45647.71534416826,44523.813261830786,45042.5372998327,26976019
2020-06-15,43140.546875,44956.08091182365,43140.546875,44437.356901302606,28772921
2020-06-16,45042.5390625,45042.5390625,43745.72891674664,44264.452975047985,21808375
2020-06-17,45128.9921875,45734.17024365421,44350.906115301725,45042.53817947797,26672595
2020-06-18,45215.4453125,45215.4453125,44610.26726816444,45128.99130616635,15982926
2020-06-19,45734.171875,45734.171875,44610.26973062382,45474.80984168242,18157985
2020-06-22,44956.08984375,45474.81395733173,44783.18180588942,44956.08984375,13801350
2020-06-23,44437.35546875,45647.71145428016,44177.993471850685,45388.34945738084,18086152
2020-06-24,45734.171875,46598.7119860586,44610.26973062382,44869.631763941405,24519552
2020-06-25,44869.6328125,45820.62695688825,44869.6328125,45042.54083875241,18541624
2020-06-26,46079.98828125,46598.71235195825,45128.9941516182,45647.71822232645,21575360
2020-06-29,45604.796875,46301.053315839694,45256.66865458016,45691.828930104966,17776925
2020-06-30,45952.9140625,46910.266438802086,45952.9140625,46910.266438802086,21157172
2020-07-01,45778.85546875,46649.17591492395,45604.791379515205,46475.111825689164,16706143
2020-07-02,46039.94921875,46039.94921875,45343.69289786153,45343.69289786153,14142583
2020-07-03,46649.1796875,46649.1796875,45865.89122259795,46126.987377565296,11887868
2020-07-06,47867.62109375,47867.62109375,46823.23663352273,46997.30071022727,19856623
2020-07-07,46475.109375,48650.910375702246,46475.109375,48563.878335674155,30760032
2020-07-08,46126.984375,46910.2727889151,46039.95232900944,46649.1766509434,19664652
2020-07-09,45952.9140625,46649.17033617425,45952.9140625,46301.04219933712,17054850
2020-07-10,45865.890625,46301.05087760911,45517.76242291272,46214.01882708729,13714746
2020-07-13,46475.109375,46823.237535112356,46214.01325491573,46388.07733497191,12240188
2020-07-14,46823.2421875,46823.2421875,46301.04989544609,46736.210138824346,14269484
2020-07-15,47606.53125,47867.62739945155,47258.403050731264,47345.43510054844,24051450
2020-07-16,46823.2421875,47693.5626742565,46823.2421875,47693.5626742565,16779127
2020-07-17,47345.43359375,47606.52973489201,47084.33745260799,47171.36949965533,10096174
2020-07-20,47171.37890625,47693.571292666056,46997.31477744465,47693.571292666056,10507530
2020-07-21,48128.72265625,48215.754704452986,47693.56241523508,48041.690608047014,18297260
2020-07-22,47606.53125,48302.78764853748,47606.53125,48128.72354890311,12885057
2020-07-23,47084.3359375,47606.52820298059,46823.2398047597,47606.52820298059,16214932
2020-07-24,47171.37890625,47345.44303505535,46736.21858423662,46997.31477744465,10994535
2020-07-27,48389.8125,48476.8445368705,47258.39602068345,47258.39602068345,21054421
2020-07-28,51000.77734375,51174.84143024744,49086.072392278154,49608.26465177048,48431566
2020-07-29,51348.9140625,52567.362870762714,51000.785831567795,52480.330813029665,36476611
