Date,005930.KS
2021-01-04,58147.66458333333
2021-01-05,58528.750651041664
2021-01-06,58887.32037760417
2021-01-07,59246.14739583333
2021-01-08,59685.95208333333
2021-01-11,60158.67265625
2021-01-12,60638.54401041667
2021-01-13,61112.246744791664
2021-01-14,61578.652083333334
2021-01-15,62006.487630208336
2021-01-18,62389.437239583334
2021-01-19,62813.98639322917
2021-01-20,63240.06790364583
2021-01-21,63676.69674479167
2021-01-22,64102.631575520834
2021-01-25,64579.14296875
2021-01-26,65028.392578125
2021-01-27,65483.0759765625
2021-01-28,65897.65611979166
2021-01-29,66266.36881510417
2021-02-01,66654.421484375
2021-02-02,67037.15071614583
2021-02-03,67425.79114583334
2021-02-04,67781.55208333333
2021-02-05,68152.27473958333
2021-02-08,68499.46256510417
2021-02-09,68846.540234375
2021-02-10,69145.051953125
2021-02-15,69437.2212890625
2021-02-16,69748.62057291667
2021-02-17,70047.71985677084
2021-02-18,70333.280078125
2021-02-19,70624.86171875
2021-02-22,70869.5939453125
2021-02-23,71108.41490885416
2021-02-24,71363.28990885416
2021-02-25,71647.10670572917
2021-02-26,71886.11145833334
2021-03-02,72163.46575520834
2021-03-03,72430.75065104167
2021-03-04,72649.286328125
2021-03-05,72860.41412760416
2021-03-08,73043.77552083334
2021-03-09,73197.72734375
2021-03-10,73361.7115234375
2021-03-11,73510.04609375
2021-03-12,73684.944140625
2021-03-15,73837.58404947916
2021-03-16,73999.34739583333
2021-03-17,74153.63014322917
2021-03-18,74316.88997395833
2021-03-19,74472.484765625
2021-03-22,74633.954296875
2021-03-23,74792.431640625
2021-03-24,74949.1556640625
2021-03-25,75085.520703125
2021-03-26,75169.45533854167
2021-03-29,75241.751171875
2021-03-30,75305.56770833333
2021-03-31,75316.96432291667
2021-04-01,75320.97994791667
2021-04-02,75340.08359375
2021-04-05,75393.63919270833
2021-04-06,75445.73854166667
2021-04-07,75403.55169270834
2021-04-08,75314.923046875
2021-04-09,75215.748046875
2021-04-12,75124.02786458333
2021-04-13,75044.32994791666
2021-04-14,74990.06666666667
2021-04-15,74982.19244791666
2021-04-16,74941.388671875
2021-04-19,74888.57578125
2021-04-20,74831.3140625
2021-04-21,74773.966015625
2021-04-22,74674.71145833333
2021-04-23,74621.86497395833
2021-04-26,74595.996484375
2021-04-27,74589.538671875
2021-04-28,74596.49309895834
2021-04-29,74582.474609375
2021-04-30,74544.50364583333
2021-05-03,74506.54609375
2021-05-04,74513.533984375
2021-05-06,74501.05182291666
2021-05-07,74490.03880208333
2021-05-10,74503.05169270834
2021-05-11,74502.46575520834
2021-05-12,74444.944921875
2021-05-13,74354.4078125
2021-05-14,74313.35143229166
2021-05-17,74281.23919270834
2021-05-18,74241.64609375
2021-05-20,74206.534765625
2021-05-21,74183.432421875
2021-05-24,74154.31875
2021-05-25,74078.83684895834
2021-05-26,74043.7453125
2021-05-27,73989.190234375
2021-05-28,73936.164453125
2021-05-31,73913.08854166667
2021-06-01,73896.0046875
2021-06-02,73883.422265625
2021-06-03,73909.87369791667
2021-06-04,73934.78958333333
2021-06-07,73938.73815104166
2021-06-08,73930.71770833334
2021-06-09,73925.63580729166
2021-06-10,73904.090234375
2021-06-11,73890.02526041666
2021-06-14,73859.46861979166
2021-06-15,73849.88567708334
2021-06-16,73852.33190104166
2021-06-17,73844.24453125
2021-06-18,73842.11536458334
2021-06-21,73827.97708333333
2021-06-22,73810.85338541666
2021-06-23,73793.73606770833
2021-06-24,73778.7078125
2021-06-25,73781.71328125
2021-06-28,73766.68463541666
2021-06-29,73714.96653645833
2021-06-30,73649.70338541667
2021-07-01,73566.36575520833
2021-07-02,73487.52994791667
2021-07-05,73428.2578125
2021-07-06,73397.59231770833
2021-07-07,73366.89986979167
2021-07-08,73310.59986979167
2021-07-09,73246.75234375
2021-07-12,73185.930078125
2021-07-13,73129.62317708334
2021-07-14,73077.80520833333
2021-07-15,73033.57434895834
2021-07-16,72996.80442708333
2021-07-19,72950.96419270833
2021-07-20,72899.112890625
2021-07-21,72829.19440104166
2021-07-22,72786.40625
2021-07-23,72749.603125
2021-07-26,72711.26380208334
2021-07-27,72671.401953125
2021-07-28,72639.10065104166
2021-07-29,72590.25494791666
2021-07-30,72538.37018229166
2021-08-02,72504.57291666667
2021-08-03,72482.93802083333
2021-08-04,72514.001953125
2021-08-05,72551.02408854167
2021-08-06,72601.53229166666
2021-08-09,72627.994921875
2021-08-10,72642.34778645834
2021-08-11,72631.03958333333
2021-08-12,72598.59205729167
2021-08-13,72517.88072916666
2021-08-17,72440.16171875
2021-08-18,72354.90846354167
2021-08-19,72259.08216145834
2021-08-20,72160.2234375
2021-08-23,72062.90768229167
2021-08-24,71994.29908854167
2021-08-25,71925.69674479167
2021-08-26,71837.48463541667
2021-08-27,71714.687109375
2021-08-30,71605.43528645833
2021-08-31,71532.39140625
2021-09-01,71460.85703125
2021-09-02,71389.26927083333
2021-09-03,71328.241015625
2021-09-06,71277.77903645833
2021-09-07,71216.71796875
2021-09-08,71152.66419270834
2021-09-09,71059.98984375
2021-09-10,70980.84127604167
2021-09-13,70922.79908854167
2021-09-14,70878.30208333333
2021-09-15,70838.34036458333
2021-09-16,70783.29049479167
2021-09-17,70728.313671875
2021-09-23,70670.34479166666
2021-09-24,70606.35768229167
2021-09-27,70556.54427083333
2021-09-28,70490.12630208333
2021-09-29,70404.87408854166
2021-09-30,70321.13111979167
2021-10-01,70217.70078125
2021-10-05,70087.027734375
2021-10-06,69948.74270833333
2021-10-07,69828.59296875
2021-10-08,69714.47421875
2021-10-12,69557.91041666667
2021-10-13,69396.80364583334
2021-10-14,69249.32513020834
2021-10-15,69095.8587890625
2021-10-18,68955.98541666666
2021-10-19,68834.254296875
2021-10-20,68707.97337239583
2021-10-21,68587.72317708333
2021-10-22,68452.39264322916
2021-10-25,68320.06666666667
2021-10-26,68208.93821614583
2021-10-27,68087.17109375
2021-10-28,67963.93795572917
2021-10-29,67830.07356770833
2021-11-01,67705.27337239584
2021-11-02,67592.66399739584
2021-11-03,67431.671484375
2021-11-04,67251.0703125
2021-11-05,67076.47845052084
2021-11-08,66917.0099609375
2021-11-09,66756.02513020833
2021-11-10,66610.1138671875
2021-11-11,66485.313671875
2021-11-12,66393.77213541667
2021-11-15,66353.61087239583
2021-11-16,66314.95201822916
2021-11-17,66271.72174479166
2021-11-18,66232.9841796875
2021-11-19,66215.451171875
2021-11-22,66244.977734375
2021-11-23,66245.85260416666
2021-11-24,66237.634375
2021-11-25,66229.33736979167
2021-11-26,66204.33580729166
2021-11-29,66174.80546875
2021-11-30,66098.40924479166
2021-12-01,66067.52005208333
2021-12-02,66069.94049479166
2021-12-03,66060.27044270834
2021-12-06,66050.65078125
2021-12-07,66075.82825520834
2021-12-08,66097.98684895833
2021-12-09,66147.3734375
2021-12-10,66177.04348958333
2021-12-13,66190.10208333333
2021-12-14,66201.665625
2021-12-15,66216.29075520833
2021-12-16,66247.53450520833
2021-12-17,66265.20729166667
2021-12-20,66266.211328125
2021-12-21,66283.891796875
2021-12-22,66315.25052083333
2021-12-23,66375.32552083333
2021-12-24,66472.39231770833
2021-12-27,66564.90885416667
2021-12-28,66672.591796875
2021-12-29,66778.08893229166
2021-12-30,66889.61848958333
2022-01-04,67002.69205729167
2022-01-05,67097.47630208333
2022-01-06,67222.56002604167
2022-01-07,67372.00611979167
2022-01-10,67507.78138020834
2022-01-11,67646.65201822917
2022-01-12,67784.00572916666
2022-01-13,67900.05794270833
2022-01-14,68011.51881510417
2022-01-17,68127.54361979167
2022-01-18,68232.9173828125
2022-01-19,68330.65963541667
2022-01-20,68417.79928385417
2022-01-21,68506.39388020833
2022-01-24,68578.27102864583
2022-01-25,68647.03932291667
2022-01-26,68714.2908203125
2022-01-27,68716.14095052083
2022-01-28,68765.14479166667
2022-02-03,68811.11536458334
2022-02-04,68873.81686197917
2022-02-07,68915.21673177084
2022-02-08,68958.13294270834
2022-02-09,69005.59928385417
2022-02-10,69094.17994791667
2022-02-11,69164.52669270833
2022-02-14,69204.4580078125
2022-02-15,69245.90592447917
2022-02-16,69313.212109375
2022-02-17,69391.14889322917
2022-02-18,69443.25416666667
2022-02-21,69439.24296875
2022-02-22,69429.16510416666
2022-02-23,69426.67083333334
2022-02-24,69398.20149739583
2022-02-25,69397.05930989583
2022-02-28,69395.91712239584
2022-03-02,69406.89446614584
2022-03-03,69389.13782552084
2022-03-04,69350.14759114584
2022-03-07,69271.53229166666
2022-03-08,69173.15930989584
2022-03-10,69058.10286458333
2022-03-11,68950.66393229166
2022-03-14,68834.13893229167
2022-03-15,68737.33046875
2022-03-16,68645.08567708333
2022-03-17,68549.807421875
2022-03-18,68450.00013020834
2022-03-21,68334.97141927083
2022-03-22,68223.00325520833
2022-03-23,68127.73203125
2022-03-24,68006.6294921875
2022-03-25,67865.81067708334
2022-03-28,67715.884765625
2022-03-29,67564.47643229166
2022-03-30,67418.55247395833
2022-03-31,67266.51725260417
2022-04-01,67124.178125
2022-04-04,66992.51920572917
2022-04-05,66853.2349609375
2022-04-06,66723.03678385417
2022-04-07,66592.79889322916
2022-04-08,66438.16907552084
2022-04-11,66289.6416015625
2022-04-12,66113.6197265625
2022-04-13,65963.63157552083
2022-04-14,65810.50162760417
2022-04-15,65652.73053385416
2022-04-18,65493.44348958333
2022-04-19,65350.962630208334
2022-04-20,65220.67779947917
2022-04-21,65091.939778645836
2022-04-22,64966.1939453125
2022-04-25,64837.34557291667
2022-04-26,64722.19348958333
2022-04-27,64590.19609375
2022-04-28,64496.270768229166
2022-04-29,64411.691145833334
2022-05-02,64325.58020833333
2022-05-03,64231.867447916666
2022-05-04,64159.51549479167
2022-05-06,64065.72415364583
2022-05-10,63959.68170572917
2022-05-11,63817.074934895834
2022-05-12,63669.83450520833
2022-05-13,63565.37845052083
2022-05-16,63457.85950520833
2022-05-17,63353.49010416667
2022-05-18,63253.73033854167
2022-05-19,63155.44713541667
2022-05-20,63064.820963541664
2022-05-23,62972.663411458336
2022-05-24,62859.06647135417
2022-05-25,62786.59622395833
2022-05-26,62700.375390625
2022-05-27,62623.3427734375
2022-05-30,62567.73391927083
2022-05-31,62489.248307291666
2022-06-02,62400.04303385417
2022-06-03,62355.0275390625
2022-06-07,62299.24498697917
2022-06-08,62240.399739583336
2022-06-09,62172.405598958336
2022-06-10,62079.92493489583
2022-06-13,61961.41067708333
2022-06-14,61836.78658854167
2022-06-15,61693.785807291664
2022-06-16,61549.2771484375
2022-06-17,61400.11145833333
2022-06-20,61228.006510416664
2022-06-21,61049.79153645833
2022-06-22,60868.4587890625
2022-06-23,60684.063216145834
2022-06-24,60516.505208333336
2022-06-27,60347.455078125
2022-06-28,60186.65904947917
2022-06-29,60014.44915364583
2022-06-30,59834.48815104167
2022-07-01,59639.1388671875
2022-07-04,59459.18743489583
2022-07-05,59291.4966796875
2022-07-06,59119.13671875
2022-07-07,58977.5732421875
2022-07-08,58842.181901041666
2022-07-11,58722.1140625
2022-07-12,58565.227278645834
2022-07-13,58425.176432291664
2022-07-14,58291.20416666667
2022-07-15,58194.219466145834
2022-07-18,58117.320703125
2022-07-19,58023.4830078125
2022-07-20,57918.88821614583
2022-07-21,57845.04283854167
2022-07-22,57774.21334635417
2022-07-25,57703.36516927083
2022-07-26,57658.60690104167
2022-07-27,57618.451953125
2022-07-28,57540.021875
2022-07-29,57455.4193359375
2022-08-01,57366.213216145836
2022-08-02,57277.044661458334
2022-08-03,57203.15227864583
2022-08-04,57144.592578125
2022-08-05,57086.032877604164
2022-08-08,57028.939192708334
2022-08-09,56935.017252604164
2022-08-10,56830.29140625
2022-08-11,56717.9833984375
2022-08-12,56602.640950520836
2022-08-16,56508.812760416666
2022-08-17,56398.0830078125
2022-08-18,56305.8328125
2022-08-19,56225.7775390625
2022-08-22,56133.387044270836
2022-08-23,56034.7865234375
2022-08-24,55925.45696614583
2022-08-25,55808.53600260417
2022-08-26,55700.831640625
2022-08-29,55582.27643229167
2022-08-30,55465.27141927083
2022-08-31,55382.04114583333
2022-09-01,55281.84381510417
2022-09-02,55169.3111328125
2022-09-05,55072.0546875
2022-09-06,55000.8318359375
2022-09-07,54915.72376302083
2022-09-08,54842.82923177083
2022-09-13,54805.3908203125
2022-09-14,54764.767903645836
2022-09-15,54728.664322916666
2022-09-16,54698.705078125
2022-09-19,54685.6095703125
2022-09-20,54666.332421875
2022-09-21,54624.03763020833
2022-09-22,54561.750390625
2022-09-23,54491.815690104166
2022-09-26,54428.6447265625
2022-09-27,54385.503645833334
2022-09-28,54334.65872395833
2022-09-29,54270.89342447917
2022-09-30,54213.344010416666
2022-10-04,54200.698828125
2022-10-05,54172.730794270836
2022-10-06,54141.713151041666
2022-10-07,54107.6033203125
2022-10-11,54071.8677734375
2022-10-12,54043.878580729164
2022-10-13,54014.28502604167
2022-10-14,53963.23736979167
2022-10-17,53887.56946614583
2022-10-18,53825.7578125
2022-10-19,53759.249674479164
2022-10-20,53668.0580078125
2022-10-21,53590.77545572917
2022-10-24,53541.395768229166
2022-10-25,53485.87408854167
2022-10-26,53455.18450520833
2022-10-27,53424.50546875
2022-10-28,53367.4005859375
2022-10-31,53344.41484375
2022-11-01,53324.573958333334
2022-11-02,53304.69088541667
2022-11-03,53275.5208984375
2022-11-04,53249.45358072917
2022-11-07,53246.58216145833
2022-11-08,53280.858138020834
2022-11-09,53332.103515625
2022-11-10,53346.2017578125
2022-11-11,53394.4609375
2022-11-14,53414.88079427083
2022-11-15,53452.301953125
2022-11-16,53477.42877604167
2022-11-17,53491.6328125
2022-11-18,53525.9087890625
2022-11-21,53567.8462890625
2022-11-22,53598.9138671875
2022-11-23,53625.40149739583
2022-11-24,53653.47220052083
2022-11-25,53696.907942708334
2022-11-28,53723.3001953125
2022-11-29,53743.58255208333
2022-11-30,53808.716080729166
2022-12-01,53893.9216796875
2022-12-02,53951.16100260417
2022-12-05,54006.848893229166
2022-12-06,54062.4201171875
2022-12-07,54119.50052083333
2022-12-08,54142.71595052083
2022-12-09,54204.577408854166
2022-12-12,54264.802734375
2022-12-13,54325.04921875
2022-12-14,54394.6251953125
2022-12-15,54454.82955729167
2022-12-16,54525.840234375
2022-12-19,54610.7177734375
2022-12-20,54680.092513020834
2022-12-21,54749.40377604167
2022-12-22,54831.157421875
2022-12-23,54917.42727864583
2022-12-26,54999.6482421875
2022-12-27,55077.215169270836
2022-12-28,55104.42389322917
2022-12-29,55098.9283203125
2023-01-02,55091.90091145833
2023-01-03,55084.8634765625
2023-01-04,55127.701888020834
2023-01-05,55170.5791015625
2023-01-06,55235.252734375
2023-01-09,55309.39921875
2023-01-10,55374.20846354167
2023-01-11,55442.130143229166
2023-01-12,55520.91119791667
2023-01-13,55609.02936197917
2023-01-16,55695.625325520836
2023-01-17,55755.83873697917
2023-01-18,55803.583268229166
2023-01-19,55842.126627604164
2023-01-20,55883.8015625
2023-01-25,55983.0216796875
2023-01-26,56057.46875
2023-01-27,56135.0962890625
2023-01-30,56198.635546875
2023-01-31,56238.72057291667
2023-02-01,56269.458658854164
2023-02-02,56326.81204427083
2023-02-03,56359.344075520836
2023-02-06,56359.113541666666
2023-02-07,56389.948502604166
2023-02-08,56399.171484375
2023-02-09,56427.0298828125
2023-02-10,56440.887369791664
2023-02-13,56450.091015625
2023-02-14,56484.14505208333
2023-02-15,56496.383463541664
2023-02-16,56538.242838541664
2023-02-17,56575.341471354164
2023-02-20,56607.79583333333
2023-02-21,56624.67858072917
2023-02-22,56632.15631510417
2023-02-23,56667.64537760417
2023-02-24,56684.450520833336
2023-02-27,56663.94583333333
2023-02-28,56638.796875
2023-03-02,56650.89947916667
2023-03-03,56659.8703125
2023-03-06,56701.516341145834
2023-03-07,56735.32799479167
2023-03-08,56758.241471354166
2023-03-09,56759.416731770834
2023-03-10,56765.187890625
2023-03-13,56775.66158854167
2023-03-14,56758.1140625
2023-03-15,56771.67083333333
2023-03-16,56783.6861328125
2023-03-17,56817.555989583336
2023-03-20,56848.216471354164
2023-03-21,56889.74596354167
2023-03-22,56926.69915364583
2023-03-23,56997.898177083334
2023-03-24,57083.12747395833
2023-03-27,57151.20455729167
2023-03-28,57249.54986979167
2023-03-29,57365.066731770836
2023-03-30,57490.9796875
2023-03-31,57631.01471354167
2023-04-03,57719.45403645833
2023-04-04,57809.49947916667
2023-04-05,57891.76673177083
2023-04-06,57922.375260416666
2023-04-07,58000.058984375
2023-04-10,58087.172265625
2023-04-11,58177.42578125
2023-04-12,58264.566080729164
2023-04-13,58348.593424479164
2023-04-14,58418.481119791664
2023-04-17,58500.87506510417
2023-04-18,58570.8078125
2023-04-19,58634.48736979167
2023-04-20,58671.61119791667
2023-04-21,58707.210286458336
2023-04-24,58722.470377604164
2023-04-25,58732.9029296875
2023-04-26,58780.845377604164
2023-04-27,58842.882552083334
2023-04-28,58880.02428385417
2023-05-02,58920.30625
2023-05-03,58985.537890625
2023-05-04,59039.815234375
2023-05-08,59089.481770833336
2023-05-09,59126.60559895833
2023-05-10,59158.983072916664
2023-05-11,59185.080338541666
2023-05-12,59204.92421875
2023-05-15,59246.6587890625
2023-05-16,59279.1083984375
2023-05-17,59322.44915364583
2023-05-18,59383.06979166667
2023-05-19,59487.59856770833
2023-05-22,59609.3078125
2023-05-23,59715.397786458336
2023-05-24,59833.98489583333
2023-05-25,59969.77063802083
2023-05-26,60127.54641927083
2023-05-30,60313.601888020836
2023-05-31,60490.209700520834
2023-06-01,60643.356770833336
2023-06-02,60829.402994791664
2023-06-05,61013.843033854166
2023-06-07,61190.41451822917
2023-06-08,61374.78235677083
2023-06-09,61568.61569010417
2023-06-12,61762.35852864583
2023-06-13,61959.3140625
2023-06-14,62153.138411458334
2023-06-15,62318.82799479167
2023-06-16,62506.3990234375
2023-06-19,62682.988671875
2023-06-20,62850.230208333334
2023-06-21,62984.60859375
2023-06-22,63120.6197265625
2023-06-23,63275.39075520833
2023-06-26,63430.23430989583
2023-06-27,63591.340104166666
2023-06-28,63740.497786458334
2023-06-29,63878.056901041666
2023-06-30,64026.5912109375
2023-07-03,64179.89856770833
2023-07-04,64328.495768229164
2023-07-05,64486.434765625
2023-07-06,64595.670182291666
2023-07-07,64667.09036458333
2023-07-10,64729.058333333334
2023-07-11,64821.01516927083
2023-07-12,64917.7134765625
2023-07-13,65030.1125
2023-07-14,65163.0400390625
2023-07-17,65289.67962239583
2023-07-18,65397.376236979166
2023-07-19,65503.479296875
2023-07-20,65592.25651041667
2023-07-21,65677.8388671875
2023-07-24,65790.1203125
2023-07-25,65888.23984375
2023-07-26,65975.35305989583
2023-07-27,66078.31595052083
2023-07-28,66160.7814453125
2023-07-31,66235.33404947916
2023-08-01,66335.10963541667
2023-08-02,66403.38958333334
2023-08-03,66463.733203125
2023-08-04,66527.17779947916
2023-08-07,66600.05846354166
2023-08-08,66660.3078125
2023-08-09,66734.78977864583
2023-08-10,66780.93990885417
2023-08-11,66825.4806640625
2023-08-14,66848.02493489583
2023-08-16,66831.29329427083
2023-08-17,66808.25807291667
2023-08-18,66780.48111979167
2023-08-21,66755.86796875
2023-08-22,66726.54459635417
2023-08-23,66681.55963541666
2023-08-24,66622.52975260417
2023-08-25,66560.273828125
2023-08-28,66501.13444010417
2023-08-29,66421.58424479167
2023-08-30,66354.6181640625
2023-08-31,66295.48684895833
2023-09-01,66302.61979166667
2023-09-04,66295.63802083333
2023-09-05,66296.46731770833
2023-09-06,66270.55052083333
2023-09-07,66252.51536458333
2023-09-08,66239.18255208334
2023-09-11,66229.029296875
2023-09-12,66223.56263020834
2023-09-13,66221.267578125
2023-09-14,66245.72643229166
2023-09-15,66262.35872395833
2023-09-18,66245.87838541667
2023-09-19,66210.52552083334
2023-09-20,66168.87630208333
2023-09-21,66114.61165364583
2023-09-22,66057.80703125
2023-09-25,66013.62552083333
2023-09-26,65949.85735677084
2023-09-27,65882.91673177083
2023-10-04,65817.4798828125
2023-10-05,65745.66529947917
2023-10-06,65689.57220052084
2023-10-10,65646.13567708334
2023-10-11,65599.69127604166
2023-10-12,65558.038671875
2023-10-13,65502.11041666667
2023-10-16,65411.41061197917
2023-10-17,65355.5978515625
2023-10-18,65337.74602864583
2023-10-19,65308.76608072917
2023-10-20,65279.72858072917
2023-10-23,65255.39173177083
2023-10-24,65231.0630859375
2023-10-25,65205.11529947917
2023-10-26,65161.70319010417
2023-10-27,65097.827864583334
2023-10-30,65051.30970052083
2023-10-31,65011.06985677083
2023-11-01,64977.28216145833
2023-11-02,64979.87708333333
2023-11-03,64998.2431640625
2023-11-06,65045.1185546875
2023-11-07,65088.8380859375
2023-11-08,65130.89759114583
2023-11-09,65158.788802083334
2023-11-10,65204.053515625
2023-11-13,65255.62161458333
2023-11-14,65316.690234375
2023-11-15,65404.698893229164
2023-11-16,65506.958333333336
2023-11-17,65610.7708984375
2023-11-20,65713.02194010417
2023-11-21,65816.85930989584
2023-11-22,65912.80716145833
2023-11-23,65985.05319010417
2023-11-24,66063.553125
2023-11-27,66140.4419921875
2023-11-28,66239.53723958334
2023-11-29,66333.89876302083
2023-11-30,66433.00247395833
2023-12-01,66454.722265625
2023-12-04,66482.80299479167
2023-12-05,66496.5671875
2023-12-06,66529.30755208334
2023-12-07,66552.5640625
2023-12-08,66594.84609375
