Date,005930.KS
2021-06-03,74660.8671875
2021-06-04,74119.8515625
2021-06-07,73849.328125
2021-06-08,73849.328125
2021-06-09,73127.96875
2021-06-10,73037.8203125
2021-06-11,73037.8203125
2021-06-14,72586.9453125
2021-06-15,72947.640625
2021-06-16,73759.1875
2021-06-17,72947.640625
2021-06-18,72586.9453125
2021-06-21,72045.9453125
2021-06-22,72136.1171875
2021-06-23,72226.2734375
2021-06-24,73218.15625
2021-06-25,73578.8203125
2021-06-28,73849.328125
2021-06-29,73361.1875
2021-06-30,73089.4921875
2021-07-01,72546.046875
2021-07-02,72455.4921875
2021-07-05,72817.7578125
2021-07-06,73542.3125
2021-07-07,73180.0234375
2021-07-08,72364.90625
2021-07-09,71912.0546875
2021-07-12,72183.7578125
2021-07-13,72274.3359375
2021-07-14,72002.640625
2021-07-15,72998.8984375
2021-07-16,72274.3359375
2021-07-19,71549.7890625
2021-07-20,71549.7890625
2021-07-21,71096.9453125
2021-07-22,72183.7578125
2021-07-23,71821.4921875
2021-07-26,71368.640625
2021-07-27,71096.9453125
2021-07-28,71730.921875
2021-07-29,71549.7890625
2021-07-30,71096.9453125
2021-08-02,71821.4921875
2021-08-03,73723.4765625
2021-08-04,75081.9921875
2021-08-05,74357.4453125
2021-08-06,73814.03125
2021-08-09,73814.03125
2021-08-10,72636.609375
2021-08-11,71096.9453125
2021-08-12,69738.4140625
2021-08-13,67383.59375
2021-08-17,67202.453125
2021-08-18,66930.75
2021-08-19,66206.1875
2021-08-20,65843.9140625
2021-08-23,66387.328125
2021-08-24,68470.4296875
2021-08-25,68561.0
2021-08-26,67564.7421875
2021-08-27,67293.015625
2021-08-30,67564.7421875
2021-08-31,69466.6953125
2021-09-01,69557.265625
2021-09-02,68832.703125
2021-09-03,69376.125
2021-09-06,70010.1015625
2021-09-07,68923.28125
2021-09-08,69104.4140625
2021-09-09,68198.7265625
2021-09-10,68198.7265625
2021-09-13,69104.4140625
2021-09-14,69376.125
2021-09-15,69738.4140625
2021-09-16,68923.28125
2021-09-17,69919.546875
2021-09-23,70100.6875
2021-09-24,70010.1015625
2021-09-27,70372.3828125
2021-09-28,69104.4140625
2021-09-29,67430.9140625
2021-09-30,67430.9140625
2021-10-01,66611.9375
2021-10-05,65701.9296875
2021-10-06,64882.921875
2021-10-07,65155.921875
2021-10-08,65064.9296875
2021-10-12,62789.9296875
2021-10-13,62607.9296875
2021-10-14,63153.9296875
2021-10-15,63790.91796875
2021-10-18,63881.93359375
2021-10-19,64245.921875
2021-10-20,63972.93359375
2021-10-21,63881.93359375
2021-10-22,64063.92578125
2021-10-25,63881.93359375
2021-10-26,64700.93359375
2021-10-27,63790.91796875
2021-10-28,64336.93359375
2021-10-29,63517.92578125
2021-11-01,63608.93359375
2021-11-02,65064.9296875
2021-11-03,64063.92578125
2021-11-04,64245.921875
2021-11-05,63881.93359375
2021-11-08,64245.921875
2021-11-09,64154.94140625
2021-11-10,63881.93359375
2021-11-11,63608.93359375
2021-11-12,64245.921875
2021-11-15,64973.91796875
2021-11-16,64882.921875
2021-11-17,64336.93359375
2021-11-18,63881.93359375
2021-11-19,64791.93359375
2021-11-22,68158.921875
2021-11-23,68522.921875
2021-11-24,68067.90625
2021-11-25,67066.921875
2021-11-26,65792.921875
2021-11-29,65792.921875
2021-11-30,64882.921875
2021-12-01,67703.9140625
2021-12-02,68977.9296875
2021-12-03,68795.921875
2021-12-06,69432.921875
2021-12-07,70433.9296875
2021-12-08,70433.9296875
2021-12-09,71161.921875
2021-12-10,69978.9296875
2021-12-13,69887.9296875
2021-12-14,70069.9375
2021-12-15,70615.921875
2021-12-16,70797.90625
2021-12-17,70979.9140625
2021-12-20,70160.9296875
2021-12-21,71070.9296875
2021-12-22,72253.90625
2021-12-23,72708.9140625
2021-12-24,73254.921875
2021-12-27,72981.90625
2021-12-28,73072.9140625
2021-12-29,72031.7578125
2021-12-30,71574.6953125
2022-01-04,71940.3359375
2022-01-05,70751.984375
2022-01-06,70294.953125
2022-01-07,71574.6953125
2022-01-10,71300.4453125
2022-01-11,72123.15625
2022-01-12,72123.15625
2022-01-13,71209.0546875
2022-01-14,70660.5859375
2022-01-17,70843.421875
2022-01-18,70386.3515625
2022-01-19,69746.46875
2022-01-20,69929.3125
2022-01-21,69106.59375
2022-01-24,68649.5625
2022-01-25,67644.0234375
2022-01-26,67644.0234375
2022-01-27,65175.9375
2022-01-28,67004.15625
2022-02-03,67004.15625
2022-02-04,67644.0234375
2022-02-07,66729.9140625
2022-02-08,66729.9140625
2022-02-09,66729.9140625
2022-02-10,68923.7734375
2022-02-11,68466.7265625
2022-02-14,67369.796875
2022-02-15,67369.796875
2022-02-16,68375.3046875
2022-02-17,68558.140625
2022-02-18,67918.25
2022-02-21,67918.25
2022-02-22,67918.25
2022-02-23,67918.25
2022-02-24,65358.76171875
2022-02-25,65724.390625
2022-02-28,65724.390625
2022-03-02,65541.5625
2022-03-03,66638.515625
2022-03-04,66638.515625
2022-03-07,64079.00390625
2022-03-08,63530.54296875
2022-03-10,63530.54296875
2022-03-11,63987.59375
2022-03-14,64170.421875
2022-03-15,64170.421875
2022-03-16,64353.2421875
2022-03-17,64353.2421875
2022-03-18,64627.484375
2022-03-21,63896.18359375
2022-03-22,64261.82421875
2022-03-23,64444.65625
2022-03-24,63804.77734375
2022-03-25,63804.77734375
2022-03-28,63713.359375
2022-03-29,64170.421875
2022-03-30,64226.46875
2022-03-31,63950.80078125
2022-04-01,63491.41015625
2022-04-04,63675.16015625
2022-04-05,63583.28125
2022-04-06,62940.09375
2022-04-07,62480.6796875
2022-04-08,62296.90625
2022-04-11,62388.796875
2022-04-12,61561.84375
2022-04-13,63123.8671875
2022-04-14,62021.2578125
2022-04-15,61194.3203125
2022-04-18,61286.19921875
2022-04-19,61837.5
2022-04-20,61929.37890625
2022-04-21,62205.03125
2022-04-22,61561.84375
2022-04-25,60918.66015625
2022-04-26,60734.8984375
2022-04-27,59724.1796875
2022-04-28,59540.41796875
2022-04-29,61929.37890625
2022-05-02,61837.5
2022-05-03,62021.2578125
2022-05-04,62388.796875
2022-05-06,61102.43359375
2022-05-10,60367.3671875
2022-05-11,60367.3671875
2022-05-12,59632.30078125
2022-05-13,61102.43359375
2022-05-16,60918.66015625
2022-05-17,62113.140625
2022-05-18,62572.5546875
2022-05-19,62021.2578125
2022-05-20,62480.6796875
2022-05-23,62388.796875
2022-05-24,61102.43359375
2022-05-25,61010.546875
2022-05-26,60551.140625
2022-05-27,61102.43359375
2022-05-30,62205.03125
2022-05-31,61929.37890625
2022-06-02,61286.19921875
2022-06-03,61378.07421875
2022-06-07,60183.58984375
2022-06-08,59999.828125
2022-06-09,59907.9453125
2022-06-10,58621.58203125
2022-06-13,57059.56640625
2022-06-14,56875.796875
2022-06-15,55773.1953125
2022-06-16,55956.96484375
2022-06-17,54946.2421875
2022-06-20,53935.52734375
2022-06-21,53751.7578125
2022-06-22,52924.8125
2022-06-23,52741.04296875
2022-06-24,53659.87890625
2022-06-27,54027.4140625
2022-06-28,54578.70703125
2022-06-29,53618.20703125
2022-06-30,52693.75
2022-07-01,51954.203125
2022-07-04,52786.1953125
2022-07-05,52878.6484375
2022-07-06,52139.08203125
2022-07-07,53803.09765625
2022-07-08,54265.31640625
2022-07-11,54357.7734375
2022-07-12,53710.66015625
2022-07-13,53618.20703125
2022-07-14,53155.984375
2022-07-15,55467.1171875
2022-07-18,57223.57421875
2022-07-19,56299.1171875
2022-07-20,55929.34375
2022-07-21,57131.12109375
2022-07-22,56668.890625
2022-07-25,56484.0078125
2022-07-26,57038.68359375
2022-07-27,57131.12109375
2022-07-28,57223.57421875
2022-07-29,56761.34765625
2022-08-01,56668.890625
2022-08-02,57038.68359375
2022-08-03,56668.890625
2022-08-04,56853.78515625
2022-08-05,56853.78515625
2022-08-08,56206.6796875
2022-08-09,55467.1171875
2022-08-10,54635.109375
2022-08-11,55374.66015625
2022-08-12,55652.0078125
